lead_id,lead_name,primary_combo_family,lifecycle_bucket,formula_or_bin,direction,target_horizon,positive_label,baseline_scope,baseline_stock_day_count,stock_day_count,positive_stock_day_count,baseline_stock_day_precision,stock_day_precision,stock_day_lift,lead_future_50pct_precision,lead_future_100pct_240d_precision,unique_instrument_count,unique_instrument_year_count,positive_unique_instrument_count,positive_unique_instrument_year_count,distinct_year_count,distinct_industry_count,top1_industry_contribution,top1_instrument_contribution,top5_instrument_contribution,top1_episode_contribution,top5_episode_contribution,avg_lead_time_to_50pct_high,median_lead_time_to_50pct_high,avg_lead_time_to_50pct_close,avg_lead_time_to_100pct_high,trend_speed_not_fast_rate,repair_signal_rate,label_horizon_truncated_rate,observed_reference_overlap_rate,false_positive_stock_day_count,false_positive_rate,false_positive_avg_future_drawdown_120d,sparse_diagnostic,generalizable_entry_lead,path_explanation_only,diagnostic_only_not_p1_ready,recommended_next_phase,instrument_year_hit_rate,baseline_instrument_year_hit_rate,instrument_year_hit_lift,mean_trigger_count_per_instrument_year,median_trigger_count_per_instrument_year,p95_trigger_count_per_instrument_year,lead_trigger_event_count,positive_lead_trigger_event_count,dedup_trigger_event_precision,baseline_trigger_event_precision,dedup_trigger_event_lift,winner_episode_coverage,winner_episode_covered_count,winner_episode_denominator_count,covered_winner_episode_ids,stock_day_vs_dedup_lift_gap,qualified_lead,failure_reason,lead_type,audit_scope,condition_features
hv_up_vs_down_spread,上涨高波优于下跌高波,high_volatility_decomposition,early_entry_discovery,up-day amplitude high without down-day amplitude dominance,high_low,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,0,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,False,True,False,False,p1_hypothesis_refine,,,,,,,0.0,0.0,,,,0.0,0.0,734.0,,,False,insufficient_stock_day_count,p0_5_diagnostic_combo,main,up_day_amplitude;down_day_amplitude
repair_reclaim20_under20,20日中位价收复 + 未涨20%,repair_initiation,early_entry_discovery,reclaim median20 before post-20 confirmation,true_true,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163066,8551,787,0.09233071271754995,0.09203601917904339,0.9968082826414645,0.09203601917904339,0.05215764238100807,256,1149,158,286,8,28,0.14255642614898842,0.026683608640406607,0.0940279542566709,0.011435832274459974,0.043202033036848796,69.84879288437102,71.0,78.5427408412483,127.18402777777777,1.0,1.0,0.0,0.0,7764,0.9079639808209566,-0.1434908415695537,False,True,False,False,p1_hypothesis_refine,0.24891209747606616,0.3871191135734072,0.6429858117270832,7.442123585726719,7.0,16.0,2988.0,282.0,0.09437751004016064,0.10029732408325075,0.9409773481276885,0.28337874659400547,208.0,734.0,in_year_episode_SH600029_2017-08-07_2017-12-26;in_year_episode_SH600196_2017-07-18_2017-12-25;in_year_episode_SZ000725_2017-08-10_2017-11-08;in_year_episode_SZ002027_2017-07-17_2017-12-29;in_year_episode_SZ002304_2017-07-17_2017-11-22;in_year_episode_SH601186_2018-07-06_2018-12-13;in_year_episode_SZ000938_2018-02-07_2018-04-03;in_year_episode_SZ002304_2018-03-29_2018-06-13;in_year_episode_SZ002594_2018-08-07_2018-11-29;in_year_episode_SH600018_2019-01-03_2019-04-15;in_year_episode_SH600031_2019-01-04_2019-12-31;in_year_episode_SH600036_2019-01-03_2019-11-08;in_year_episode_SH600048_2019-01-15_2019-12-31;in_year_episode_SH600115_2019-01-04_2019-04-04;in_year_episode_SH600196_2019-01-04_2019-04-10;in_year_episode_SH600276_2019-01-04_2019-11-20;in_year_episode_SH600383_2019-02-12_2019-12-31;in_year_episode_SH600585_2019-01-04_2019-12-31;in_year_episode_SH600600_2019-01-29_2019-11-14;in_year_episode_SH600690_2019-01-04_2019-12-26,0.055830934513775965,False,dedup_trigger_event_lift_not_positive,p0_5_diagnostic_combo,main,reclaim_median20_flag;repair_under20_from_low120
repair_reclaim60_under30,60日中位价收复 + 未涨30%,repair_initiation,early_entry_discovery,reclaim median60 before post-30 confirmation,true_true,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163066,3577,327,0.09233071271754995,0.09141738887335757,0.9901081252671975,0.09141738887335757,0.05311713726586525,238,899,110,156,8,28,0.15403969807100923,0.03058103975535168,0.13761467889908258,0.027522935779816515,0.10397553516819572,70.75840978593273,73.0,79.45483870967742,129.0,1.0,1.0,0.0,0.0,3250,0.9085826111266424,-0.150859061013672,False,True,False,False,p1_hypothesis_refine,0.1735261401557286,0.3871191135734072,0.448249993532866,3.978865406006674,3.0,10.0,1710.0,166.0,0.09707602339181287,0.10029732408325075,0.9678824861891223,0.22070844686648503,162.0,734.0,in_year_episode_SH600029_2017-08-07_2017-12-26;in_year_episode_SH601186_2018-07-06_2018-12-13;in_year_episode_SZ002304_2018-03-29_2018-06-13;in_year_episode_SH600018_2019-01-03_2019-04-15;in_year_episode_SH600036_2019-01-03_2019-11-08;in_year_episode_SH600048_2019-01-15_2019-12-31;in_year_episode_SH600115_2019-01-04_2019-04-04;in_year_episode_SH600196_2019-01-04_2019-04-10;in_year_episode_SH600276_2019-01-04_2019-11-20;in_year_episode_SH600346_2019-01-31_2019-09-16;in_year_episode_SH600383_2019-02-12_2019-12-31;in_year_episode_SH600547_2019-04-29_2019-09-04;in_year_episode_SH600585_2019-01-04_2019-12-31;in_year_episode_SH600690_2019-01-04_2019-12-26;in_year_episode_SH600741_2019-01-04_2019-11-28;in_year_episode_SH600837_2019-01-02_2019-09-16;in_year_episode_SH600887_2019-01-04_2019-07-02;in_year_episode_SH600958_2019-01-02_2019-03-07;in_year_episode_SH601009_2019-01-04_2019-10-16;in_year_episode_SH601318_2019-01-02_2019-09-12,0.022225639078075177,False,dedup_trigger_event_lift_not_positive,p0_5_diagnostic_combo,main,reclaim_median60_flag;repair_under30_from_low120
repair_first_reclaim_drawdown,深回撤后首次收复,repair_initiation,early_entry_discovery,first median reclaim after drawdown,true_low,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,151101,3443,419,0.08720657043963971,0.12169619517862329,1.3954934194190756,0.12169619517862329,0.06070287539936102,241,754,119,175,8,28,0.137670636073192,0.028639618138424822,0.11694510739856802,0.014319809069212411,0.06682577565632458,67.75656324582339,64.0,74.39546599496222,115.07333333333334,1.0,1.0,0.0,0.0,3024,0.8783038048213767,-0.17223571808720295,False,True,False,False,p1_hypothesis_refine,0.23209549071618038,0.3713872832369942,0.6249419438739177,4.56631299734748,4.0,11.0,1386.0,166.0,0.11976911976911978,0.0946663833404165,1.2651705446318242,0.16621253405994552,122.0,734.0,in_year_episode_SH601186_2018-07-06_2018-12-13;in_year_episode_SZ000938_2018-02-07_2018-04-03;in_year_episode_SZ002120_2018-02-13_2018-06-07;in_year_episode_SZ002304_2018-03-29_2018-06-13;in_year_episode_SZ002594_2018-08-07_2018-11-29;in_year_episode_SH600196_2019-01-04_2019-04-10;in_year_episode_SH600276_2019-01-04_2019-11-20;in_year_episode_SH600585_2019-01-04_2019-12-31;in_year_episode_SH601066_2019-01-02_2019-12-27;in_year_episode_SH601138_2019-01-04_2019-04-18;in_year_episode_SH601336_2019-01-08_2019-04-19;in_year_episode_SH601360_2019-08-06_2019-09-16;in_year_episode_SH601601_2019-01-02_2019-08-23;in_year_episode_SH601633_2019-01-04_2019-04-18;in_year_episode_SH601901_2019-01-04_2019-12-31;in_year_episode_SH603259_2019-01-04_2019-11-20;in_year_episode_SZ000338_2019-01-04_2019-12-31;in_year_episode_SZ000568_2019-01-04_2019-08-30;in_year_episode_SZ000725_2019-01-04_2019-12-26;in_year_episode_SZ000858_2019-01-04_2019-08-30,0.13032287478725135,False,instrument_year_lift_not_positive,p0_5_diagnostic_combo,main,first_reclaim_median20_after_drawdown;drawdown_from_high120
repair_higher_low_rank_jump,低点抬高 + 排名跃迁,repair_initiation,early_entry_discovery,higher low with return rank jump,true_high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163166,9004,778,0.09227412573697952,0.08640604175921812,0.9364059650428125,0.08640604175921812,0.04675699689027099,253,1040,129,178,7,28,0.18502887605508664,0.032133676092544985,0.12982005141388175,0.017994858611825194,0.07583547557840617,71.1388174807198,72.0,78.68801089918256,131.13829787234042,1.0,1.0,0.0,0.0,8226,0.9135939582407819,-0.13854929824877882,False,True,False,False,p1_hypothesis_refine,0.17115384615384616,0.3871191135734072,0.44212192101279757,8.657692307692308,7.0,21.0,2191.0,194.0,0.0885440438156093,0.1002377179080824,0.8833405794094779,0.2016348773841962,148.0,734.0,in_year_episode_SH600029_2017-08-07_2017-12-26;in_year_episode_SH600196_2017-07-18_2017-12-25;in_year_episode_SH600887_2017-07-10_2017-12-22;in_year_episode_SZ000002_2017-08-17_2017-11-29;in_year_episode_SZ000725_2017-08-10_2017-11-08;in_year_episode_SZ002304_2017-07-17_2017-11-22;in_year_episode_SZ000063_2018-07-11_2018-11-16;in_year_episode_SH600018_2019-01-03_2019-04-15;in_year_episode_SH600031_2019-01-04_2019-12-31;in_year_episode_SH600036_2019-01-03_2019-11-08;in_year_episode_SH600048_2019-01-15_2019-12-31;in_year_episode_SH600309_2019-01-04_2019-12-31;in_year_episode_SH600383_2019-02-12_2019-12-31;in_year_episode_SH600436_2019-01-07_2019-04-10;in_year_episode_SH600600_2019-01-29_2019-11-14;in_year_episode_SH600690_2019-01-04_2019-12-26;in_year_episode_SH600741_2019-01-04_2019-11-28;in_year_episode_SH600958_2019-01-02_2019-03-07;in_year_episode_SH601009_2019-01-04_2019-10-16;in_year_episode_SH601012_2019-01-04_2019-09-02,0.05306538563333463,False,dedup_trigger_event_lift_not_positive,p0_5_diagnostic_combo,main,higher_low20_flag;ret_rank_jump5_20
repair_higher_low_no_breakout,低点抬高但高点未破,repair_initiation,early_entry_discovery,higher low before high breakout,true_high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163146,12655,1355,0.09228543758351415,0.10707230343737653,1.1602296769788942,0.10707230343737653,0.05491900434610826,251,1007,126,202,8,28,0.15574871592256026,0.02730627306273063,0.12177121771217712,0.021402214022140223,0.07453874538745388,71.86125461254612,71.0,77.27715654952077,120.70746887966806,0.9999209798498617,1.0,0.0,0.0,11300,0.8929276965626235,-0.14422354426646145,False,True,False,False,p1_hypothesis_refine,0.2005958291956306,0.3871191135734072,0.5181759881189456,12.567030784508441,10.0,33.69999999999993,1936.0,184.0,0.09504132231404959,0.10024764735017336,0.9480653643876784,0.19209809264305178,141.0,734.0,in_year_episode_SH600196_2017-07-18_2017-12-25;in_year_episode_SZ000725_2017-08-10_2017-11-08;in_year_episode_SZ002027_2017-07-17_2017-12-29;in_year_episode_SZ000063_2018-07-11_2018-11-16;in_year_episode_SZ002304_2018-03-29_2018-06-13;in_year_episode_SZ002594_2018-08-07_2018-11-29;in_year_episode_SH600036_2019-01-03_2019-11-08;in_year_episode_SH600048_2019-01-15_2019-12-31;in_year_episode_SH600115_2019-01-04_2019-04-04;in_year_episode_SH600196_2019-01-04_2019-04-10;in_year_episode_SH600383_2019-02-12_2019-12-31;in_year_episode_SH600690_2019-01-04_2019-12-26;in_year_episode_SH600958_2019-01-02_2019-03-07;in_year_episode_SH601009_2019-01-04_2019-10-16;in_year_episode_SH601318_2019-01-02_2019-09-12;in_year_episode_SH601336_2019-01-08_2019-04-19;in_year_episode_SH601601_2019-01-02_2019-08-23;in_year_episode_SH601628_2019-01-02_2019-11-11;in_year_episode_SH601727_2019-01-02_2019-04-17;in_year_episode_SH601899_2019-01-29_2019-12-31,0.21216431259121582,False,dedup_trigger_event_lift_not_positive,p0_5_diagnostic_combo,main,higher_low_without_high_breakout;ret_rank_jump20_60
repair_false_breakdown_reclaim,假跌破后快速收复,repair_initiation,early_entry_discovery,false breakdown reclaim with upper close,true_high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163062,5633,588,0.09222259018042217,0.10438487484466537,1.1318796689666728,0.10438487484466537,0.04739925439375111,264,1154,177,317,8,28,0.1297709923664122,0.023809523809523808,0.0935374149659864,0.008503401360544218,0.03741496598639456,72.57312925170068,74.0,79.68131868131869,129.43258426966293,1.0,0.5854784306763714,0.0,0.0,5045,0.8956151251553346,-0.14818762829833668,False,True,False,False,p1_hypothesis_refine,0.27469670710571925,0.3864265927977839,0.7108638800370226,4.881282495667245,4.0,11.0,2997.0,323.0,0.10777444110777444,0.10026751213712475,1.0748690060284263,0.1893732970027248,139.0,734.0,in_year_episode_SH600029_2017-08-07_2017-12-26;in_year_episode_SZ000002_2017-08-17_2017-11-29;in_year_episode_SZ002304_2017-07-17_2017-11-22;in_year_episode_SZ000063_2018-07-11_2018-11-16;in_year_episode_SZ002304_2018-03-29_2018-06-13;in_year_episode_SZ002594_2018-08-07_2018-11-29;in_year_episode_SH600031_2019-01-04_2019-12-31;in_year_episode_SH600048_2019-01-15_2019-12-31;in_year_episode_SH600309_2019-01-04_2019-12-31;in_year_episode_SH600383_2019-02-12_2019-12-31;in_year_episode_SH600585_2019-01-04_2019-12-31;in_year_episode_SH600600_2019-01-29_2019-11-14;in_year_episode_SH600690_2019-01-04_2019-12-26;in_year_episode_SH600741_2019-01-04_2019-11-28;in_year_episode_SH600837_2019-01-02_2019-09-16;in_year_episode_SH601009_2019-01-04_2019-10-16;in_year_episode_SH601066_2019-01-02_2019-12-27;in_year_episode_SH601111_2019-01-04_2019-04-04;in_year_episode_SH601138_2019-01-04_2019-04-18;in_year_episode_SH601601_2019-01-02_2019-08-23,0.057010662938246526,False,instrument_year_lift_not_positive,p0_5_diagnostic_combo,main,false_breakdown_reclaim20;close_location_in_day
repair_slowing_drawdown,回撤速度减弱 + 初修复,repair_initiation,early_entry_discovery,slowing drawdown plus early repair,high_true,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,146271,17307,1818,0.08703023839311962,0.10504420176807072,1.2069851089408856,0.10504420176807072,0.05997573236262784,257,1079,162,293,8,28,0.14237013925001443,0.023652365236523653,0.09955995599559957,0.0121012101210121,0.04950495049504951,74.64796479647964,75.0,81.4346016646849,133.80796586059745,1.0,1.0,0.0,0.0,15489,0.8949557982319293,-0.15371983723787452,False,True,False,False,p1_hypothesis_refine,0.2715477293790547,0.3694362017804154,0.7350328096445096,16.039851714550508,15.0,36.0,2610.0,285.0,0.10919540229885058,0.09401803386848472,1.1614303959131547,0.21389645776566757,157.0,734.0,in_year_episode_SZ002304_2017-07-17_2017-11-22;in_year_episode_SH600009_2018-02-09_2018-07-23;in_year_episode_SH600036_2019-01-03_2019-11-08;in_year_episode_SH600048_2019-01-15_2019-12-31;in_year_episode_SH600115_2019-01-04_2019-04-04;in_year_episode_SH600196_2019-01-04_2019-04-10;in_year_episode_SH600309_2019-01-04_2019-12-31;in_year_episode_SH600383_2019-02-12_2019-12-31;in_year_episode_SH600585_2019-01-04_2019-12-31;in_year_episode_SH600600_2019-01-29_2019-11-14;in_year_episode_SH600690_2019-01-04_2019-12-26;in_year_episode_SH600741_2019-01-04_2019-11-28;in_year_episode_SH600837_2019-01-02_2019-09-16;in_year_episode_SH601009_2019-01-04_2019-10-16;in_year_episode_SH601111_2019-01-04_2019-04-04;in_year_episode_SH601601_2019-01-02_2019-08-23;in_year_episode_SH601628_2019-01-02_2019-11-11;in_year_episode_SH601899_2019-01-29_2019-12-31;in_year_episode_SH601901_2019-01-04_2019-12-31;in_year_episode_SH603259_2019-01-04_2019-11-20,0.04555471302773095,False,instrument_year_lift_not_positive,p0_5_diagnostic_combo,main,drawdown_speed_slowing20;repair_under20_from_low120
repair_from_low_rs,低点修复 + 相对强,repair_initiation,early_entry_discovery,repair from low with benchmark relative strength,true_high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163066,24030,2196,0.09233071271754995,0.09138576779026217,0.989765648943072,0.09138576779026217,0.04893882646691636,259,1148,158,282,8,28,0.14415314190595088,0.033697632058287796,0.12112932604735883,0.01092896174863388,0.050546448087431695,69.61976320582878,70.0,76.66779170684667,128.42619047619047,1.0,1.0,0.0,0.0,21834,0.9086142322097378,-0.14569213135110787,False,True,False,False,p1_hypothesis_refine,0.2456445993031359,0.3871191135734072,0.6345452618850237,20.93205574912892,17.0,56.0,2340.0,267.0,0.1141025641025641,0.10029732408325075,1.1376431539475016,0.3310626702997275,243.0,734.0,in_year_episode_SH600029_2017-08-07_2017-12-26;in_year_episode_SH600196_2017-07-18_2017-12-25;in_year_episode_SH601600_2017-07-04_2017-09-01;in_year_episode_SZ000001_2017-07-05_2017-11-22;in_year_episode_SZ000725_2017-08-10_2017-11-08;in_year_episode_SZ002027_2017-07-17_2017-12-29;in_year_episode_SZ002304_2017-07-17_2017-11-22;in_year_episode_SZ002594_2017-08-16_2017-11-22;in_year_episode_SH600009_2018-02-09_2018-07-23;in_year_episode_SH600340_2018-01-02_2018-02-02;in_year_episode_SH601186_2018-07-06_2018-12-13;in_year_episode_SZ000938_2018-02-07_2018-04-03;in_year_episode_SZ000963_2018-02-09_2018-05-29;in_year_episode_SZ002120_2018-02-13_2018-06-07;in_year_episode_SZ002304_2018-03-29_2018-06-13;in_year_episode_SZ002594_2018-08-07_2018-11-29;in_year_episode_SH600018_2019-01-03_2019-04-15;in_year_episode_SH600036_2019-01-03_2019-11-08;in_year_episode_SH600048_2019-01-15_2019-12-31;in_year_episode_SH600196_2019-01-04_2019-04-10,-0.14787750500442964,False,instrument_year_lift_not_positive,p0_5_diagnostic_combo,main,repair_under30_from_low120;relative_ret20_vs_benchmark
repair_industry_lag,初修复 + 行业未同步,repair_initiation,early_entry_discovery,early repair while industry has not synchronized,true_true,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,162955,2199,215,0.0921358657298027,0.09777171441564347,1.0611688905422394,0.09777171441564347,0.0482037289677126,204,419,51,56,8,27,0.08867667121418826,0.07441860465116279,0.3209302325581395,0.037209302325581395,0.16279069767441862,68.2139534883721,71.0,70.01522842639594,129.19444444444446,1.0,1.0,0.0,0.0,1984,0.9022282855843565,-0.1643223997909008,False,True,False,False,p1_hypothesis_refine,0.13365155131264916,0.3869625520110957,0.3453862670122582,5.248210023866348,3.0,15.0,538.0,52.0,0.09665427509293681,0.09990079365079366,0.9675025749124161,0.08583106267029973,63.0,734.0,in_year_episode_SH600029_2017-08-07_2017-12-26;in_year_episode_SZ002304_2018-03-29_2018-06-13;in_year_episode_SZ002594_2018-08-07_2018-11-29;in_year_episode_SH600048_2019-01-15_2019-12-31;in_year_episode_SH600276_2019-01-04_2019-11-20;in_year_episode_SH600309_2019-01-04_2019-12-31;in_year_episode_SH600547_2019-04-29_2019-09-04;in_year_episode_SH600690_2019-01-04_2019-12-26;in_year_episode_SH601633_2019-01-04_2019-04-18;in_year_episode_SH601899_2019-01-29_2019-12-31;in_year_episode_SH603259_2019-01-04_2019-11-20;in_year_episode_SZ002027_2019-01-03_2019-04-09;in_year_episode_SZ002120_2019-01-02_2019-08-28;in_year_episode_SZ002352_2019-06-06_2019-10-22;in_year_episode_SZ002475_2019-01-04_2019-12-17;in_year_episode_SH600196_2020-02-03_2020-08-06;in_year_episode_SH600346_2020-03-30_2020-12-28;in_year_episode_SH600926_2020-05-08_2020-11-30;in_year_episode_SH601336_2020-03-23_2020-10-19;in_year_episode_SH601628_2020-03-19_2020-10-19,0.0936663156298233,False,dedup_trigger_event_lift_not_positive,p0_5_diagnostic_combo,main,early_repair_industry_lag;stock_leads_industry_lag
rank_jump_5_20,5日排名跃迁,rank_jump_leadership,early_entry_discovery,rank jump before absolute top10 strength,high_not_top10,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,7636,911,0.09227356021744593,0.11930330015715034,1.2929304979238676,0.11930330015715034,0.05893137768465165,263,1157,161,280,8,28,0.0999214248297538,0.026344676180021953,0.10318331503841932,0.008781558726673985,0.036223929747530186,70.37760702524699,69.0,77.43661971830986,129.87539936102237,1.0,0.8404924044002096,0.0,0.0,6725,0.8806966998428497,-0.1550655841352902,False,True,False,False,p1_first_stage_filter,0.24200518582541056,0.3871191135734072,0.6251439862824558,6.599827139152982,6.0,15.0,2770.0,304.0,0.10974729241877257,0.1002377179080824,1.0948702216007193,0.26294277929155313,193.0,734.0,in_year_episode_SH600029_2017-08-07_2017-12-26;in_year_episode_SH600196_2017-07-18_2017-12-25;in_year_episode_SH600887_2017-07-10_2017-12-22;in_year_episode_SZ000002_2017-08-17_2017-11-29;in_year_episode_SZ000725_2017-08-10_2017-11-08;in_year_episode_SZ002027_2017-07-17_2017-12-29;in_year_episode_SZ002304_2017-07-17_2017-11-22;in_year_episode_SZ002475_2017-07-04_2017-11-22;in_year_episode_SH600009_2018-02-09_2018-07-23;in_year_episode_SZ000063_2018-07-11_2018-11-16;in_year_episode_SZ000938_2018-02-07_2018-04-03;in_year_episode_SZ002594_2018-08-07_2018-11-29;in_year_episode_SH600031_2019-01-04_2019-12-31;in_year_episode_SH600036_2019-01-03_2019-11-08;in_year_episode_SH600048_2019-01-15_2019-12-31;in_year_episode_SH600115_2019-01-04_2019-04-04;in_year_episode_SH600276_2019-01-04_2019-11-20;in_year_episode_SH600309_2019-01-04_2019-12-31;in_year_episode_SH600346_2019-01-31_2019-09-16;in_year_episode_SH600383_2019-02-12_2019-12-31,0.19806027632314827,False,instrument_year_lift_not_positive,p0_5_diagnostic_combo,main,ret_rank_jump5_20;ret20_universe_pctile
rank_jump_20_60,20日相对60日排名跃迁,rank_jump_leadership,early_entry_discovery,20d rank jump from weaker 60d base,high_low,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163146,36417,3609,0.09228543758351415,0.09910206771562732,1.073864634666162,0.09910206771562732,0.055303841612433756,262,1229,173,337,8,28,0.1217288628937035,0.020781379883624274,0.09531726239955667,0.009697977279024661,0.040177334441673596,70.44472152950956,70.0,76.38893818396924,126.73709566414315,0.9988192327759013,0.8278276629046873,0.0,0.0,32808,0.9008979322843726,-0.1507150395045652,False,True,False,False,p1_first_stage_filter,0.274206672091131,0.3871191135734072,0.7083263586754797,29.63140764849471,28.0,64.0,2539.0,274.0,0.10791650256006302,0.10024764735017336,1.0764991040946998,0.2670299727520436,196.0,734.0,in_year_episode_SH600029_2017-08-07_2017-12-26;in_year_episode_SH600196_2017-07-18_2017-12-25;in_year_episode_SH601600_2017-07-04_2017-09-01;in_year_episode_SZ000063_2017-08-14_2017-11-22;in_year_episode_SZ000725_2017-08-10_2017-11-08;in_year_episode_SZ002027_2017-07-17_2017-12-29;in_year_episode_SZ002304_2017-07-17_2017-11-22;in_year_episode_SZ000063_2018-07-11_2018-11-16;in_year_episode_SZ000938_2018-02-07_2018-04-03;in_year_episode_SZ002304_2018-03-29_2018-06-13;in_year_episode_SH600018_2019-01-03_2019-04-15;in_year_episode_SH600030_2019-01-11_2019-03-07;in_year_episode_SH600036_2019-01-03_2019-11-08;in_year_episode_SH600048_2019-01-15_2019-12-31;in_year_episode_SH600115_2019-01-04_2019-04-04;in_year_episode_SH600196_2019-01-04_2019-04-10;in_year_episode_SH600276_2019-01-04_2019-11-20;in_year_episode_SH600346_2019-01-31_2019-09-16;in_year_episode_SH600383_2019-02-12_2019-12-31;in_year_episode_SH600547_2019-04-29_2019-09-04,-0.0026344694285378445,False,instrument_year_lift_not_positive,p0_5_diagnostic_combo,main,ret_rank_jump20_60;ret60_universe_pctile_p0_5
rank_industry_bottom_to_top,行业内从中后排跃迁到前20%,rank_jump_leadership,early_entry_discovery,industry rank jump from below median to top 20,true_high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163035,898,96,0.09209065538074647,0.10690423162583519,1.1608586254907447,0.10690423162583519,0.0556792873051225,195,417,49,57,8,22,0.1714922048997773,0.052083333333333336,0.22916666666666666,0.052083333333333336,0.17708333333333334,70.52083333333333,66.5,75.45054945054945,121.05714285714286,0.9966592427616926,0.8919821826280624,0.0,0.0,802,0.8930957683741648,-0.1645418334267731,False,True,False,False,p1_first_stage_filter,0.1366906474820144,0.3869625520110957,0.35323998865423795,2.1534772182254196,2.0,5.0,492.0,56.0,0.11382113821138211,0.09985126425384235,1.139906831044477,0.08310626702997276,61.0,734.0,in_year_episode_SH600029_2017-08-07_2017-12-26;in_year_episode_SH600196_2017-07-18_2017-12-25;in_year_episode_SZ000725_2017-08-10_2017-11-08;in_year_episode_SZ002120_2018-02-13_2018-06-07;in_year_episode_SH600036_2019-01-03_2019-11-08;in_year_episode_SH600741_2019-01-04_2019-11-28;in_year_episode_SH601628_2019-01-02_2019-11-11;in_year_episode_SH601633_2019-01-04_2019-04-18;in_year_episode_SH603259_2019-01-04_2019-11-20;in_year_episode_SZ000001_2019-01-02_2019-10-14;in_year_episode_SZ000725_2019-01-04_2019-12-26;in_year_episode_SZ000895_2019-08-07_2019-11-11;in_year_episode_SZ002352_2019-06-06_2019-10-22;in_year_episode_SH600061_2020-02-04_2020-07-10;in_year_episode_SH600276_2020-03-19_2020-12-25;in_year_episode_SH600346_2020-03-30_2020-12-28;in_year_episode_SH600383_2020-02-04_2020-07-06;in_year_episode_SH601166_2020-03-19_2020-11-30;in_year_episode_SH601336_2020-03-23_2020-10-19;in_year_episode_SH601601_2020-03-23_2020-11-30,0.020951794446267602,False,instrument_year_lift_not_positive,p0_5_diagnostic_combo,main,from_industry_below_median_to_top20;industry_ret_rank_jump5_20
rank_market_top20_industry_lag,市场前20%但行业未同步,rank_jump_leadership,early_entry_discovery,market top20 stock before industry width sync,true_regime,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163035,7440,788,0.09209065538074647,0.10591397849462365,1.150105600364391,0.10591397849462365,0.05712365591397849,244,841,110,157,8,27,0.12056451612903225,0.04314720812182741,0.1751269035532995,0.02030456852791878,0.09390862944162437,72.22969543147208,71.5,77.17142857142858,134.6541095890411,0.9884408602150537,0.9198924731182796,0.0,0.0,6652,0.8940860215053763,-0.1446498725346163,False,True,False,False,p1_hypothesis_refine,0.18668252080856124,0.3869625520110957,0.482430456999902,8.846611177170036,6.0,25.0,1402.0,151.0,0.10770328102710414,0.09985126425384235,1.0786371292535701,0.18119891008174388,133.0,734.0,in_year_episode_SH601155_2017-11-13_2017-12-29;in_year_episode_SH601933_2017-07-27_2017-12-20;in_year_episode_SZ000002_2017-08-17_2017-11-29;in_year_episode_SZ000063_2017-08-14_2017-11-22;in_year_episode_SZ002594_2017-08-16_2017-11-22;in_year_episode_SH600332_2018-04-23_2018-05-29;in_year_episode_SZ000063_2018-07-11_2018-11-16;in_year_episode_SZ000938_2018-02-07_2018-04-03;in_year_episode_SZ002304_2018-03-29_2018-06-13;in_year_episode_SZ002594_2018-08-07_2018-11-29;in_year_episode_SH600030_2019-01-11_2019-03-07;in_year_episode_SH600048_2019-01-15_2019-12-31;in_year_episode_SH600276_2019-01-04_2019-11-20;in_year_episode_SH600309_2019-01-04_2019-12-31;in_year_episode_SH600383_2019-02-12_2019-12-31;in_year_episode_SH600547_2019-04-29_2019-09-04;in_year_episode_SH600690_2019-01-04_2019-12-26;in_year_episode_SH600741_2019-01-04_2019-11-28;in_year_episode_SH600887_2019-01-04_2019-07-02;in_year_episode_SH601009_2019-01-04_2019-10-16,0.07146847111082089,False,instrument_year_lift_not_positive,p0_5_diagnostic_combo,main,market_top20_industry_lag;industry_width_state
